ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137,key_2888,aabf3fa5-744d-47fe-a0eb-3a78ea3689f5,skill/competence,occupation-specific,prepare parts for post processing,"additive Manufacturing post processing methods
conduct AM post processing activities",Remove the as built parts from the additive manufacturing machines applying the necessary health and safety procedures. Carry out simple manual preparation of the as built part for different post-processing methods.,,
http://data.europa.eu/esco/skill/1e35e9c9-260c-4ad0-baa6-5c92da9f048f,key_2889,129eaaa3-e0c8-4ef0-b18c-da7cb6017bd5,skill/competence,occupation-specific,prepare exhibition programs,"organize exhibition programs
get exhibition programs ready
prepare exhibition program
prepare exhibition programs
prepare programs for exhibition
arrange exhibition programs
preparing exhibition programs",Work on exhibition programs and write concept texts.,,
http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee,key_2890,a9725115-1877-4e29-93cb-f245d3e8e978,knowledge,cross-sector,energy,"fuel
energies
energy","Power capacity in the form of mechanical, electrical, heat, potential, or other energy from chemical or physical resources, which can be used to drive a physical system.",,
http://data.europa.eu/esco/skill/1e3a71a2-ed64-4b24-bb9b-649abd7cf375,key_2891,f9a0c649-6029-4edb-9c34-dfda7201d53e,skill/competence,sector-specific,write signalling reports,"develop communications on signalling operations and safety procedures
compose signalling operations reports
compose signalling reports
create signalling reports
carry out signalling reporting
write signalling operations reports
produce signalling operations reports
develop communications on signalling operations
develop signalling operations communications
produce signalling reports
develop signalling operations and safety procedures communications
write signaling  reports",Write accurate communications and reports about signalling operations and safety procedures. Perform record keeping and event recording.,,
http://data.europa.eu/esco/skill/1e3c2776-fd81-43cd-a6ff-53ada8fcf540,key_2892,32fb2f6f-db1d-4462-aefb-918ef2b053cf,skill/competence,occupation-specific,identify cause of nutritional imbalance,"identify the nature of nutritional imbalance
identify cause of nutritional imbalances
recognize root causes of nutritional disproportions
identify cause of nutritional imbalance
identify reasons for nutritional disproportions
identify causes of nutritional imbalance
identify causes of nutritional imbalances",Recognize the possible root causes of nutritional disproportions and their physiological or psychological nature.,,
http://data.europa.eu/esco/skill/1e3e0736-6d4a-4a65-8787-1fa16bff5660,key_2893,1021bb3d-da6c-40c1-9f0e-593faebc8358,knowledge,sector-specific,explosives,"reactive substance
blasting materials
explosive charge
explosive materials
charge of explosive
blasting techniques
pyrotechnics
explosives
pyrotechnic materials","Behaviour of explosives, pyrotechnics and blasting techniques. Associated risks and legal requirements.",,
http://data.europa.eu/esco/skill/1e3e7f8b-6416-43ed-af07-a1fb71c5e292,key_2894,310fa8fa-4ec5-4d53-8c5a-0fb635a3a0a2,skill/competence,sector-specific,develop musical ideas,"develop musical ideas
develop ideas for music
invent musical ideas
generate musical ideas
developing musical ideas
produce musical ideas",Explore and develop musical concepts based on sources such as imagination or environmental sounds.,,
http://data.europa.eu/esco/skill/1e430736-abcd-43a6-aec6-8ca3c57d72c6,key_2895,51dc53d4-6ad8-4866-a5dc-f880d4333d4f,skill/competence,sector-specific,provide osteopathic treatment to animals,"use osteopathic techniques to improve health of animals
use osteopathic technique to improve health of animals
use osteopathic technique to improve health of an animal
apply osteopathic techniques to improve health of animals
provide osteopathic treatment of animals",Apply osteopathic techniques and advise on and formulate plans for osteopathic treatment of animals.,,
http://data.europa.eu/esco/skill/1e48c5d9-b4e2-4069-8ab0-0a2e84e050f5,key_2896,8909b21a-39b2-4cfb-8aa7-77cbee8c840c,skill/competence,sector-specific,maintain the production of juveniles at the nursery stage,"maintaining the production of juveniles at the nursery stage
production of juveniles maintaining at the nursery stage
production of juveniles ensuring at the nursery stage
maintain the production of juveniles at the nursery stage
ensure the production of juveniles at the nursery stage
ensuring the production of juveniles at the nursery stage",Maintain the production of juveniles at the nursery stage using advanced high density production techniques,,
http://data.europa.eu/esco/skill/1e6230dc-c749-4ff1-943c-5bac017f37de,key_2897,f18a15ff-b747-42a5-a0a4-62b6ff2a6e49,skill/competence,sector-specific,schedule gaming tables,"allocate gaming tables
schedule tables for gaming
schedule gaming tables
scheduling of gaming tables
schedule use of gaming tables",Schedule use of casino gaming tables and staff working schemes.,,
http://data.europa.eu/esco/skill/1e63f0c8-07ac-4ad6-a996-7556f25459f2,key_2898,9ae3f199-6d2d-4365-8ccd-453970b92440,skill/competence,sector-specific,focus stage lights,"coordinate stage lights
focus stage lights
focus stage lighting
adjust lights on stage
focus lights on stage","Focus, direct, adjust and tune stage lights, either alone or leading a group. Coordinate with the team to determine the optimal lighting.",,
http://data.europa.eu/esco/skill/1e6933f3-489e-4d82-97b4-1ffd62931e74,key_2899,b6e2fd7c-a7a6-4756-a460-0da3f0d619bb,skill/competence,cross-sector,develop investigation strategy,"expand intelligence strategy
develop investigation strategy
commence intelligence strategy
establish intelligence strategy
expand investigation strategy
establish investigation strategy
commence investigation strategy","Develop strategies used in an investigation to gather information and intelligence in the most productive way, compliant with legislation, ensuring that the strategy is adapted to each individual case in order to obtain intelligence as efficiently and quickly as possible.",,
http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29,key_2900,16b0d9a1-9a49-435b-8ada-1d197695c01f,skill/competence,cross-sector,interpret current data,interpret current data,"Analyse data gathered from sources such as market data, scientific papers, customer requirements and questionnaires which are current and up-to-date in order to assess development and innovation in areas of expertise.",,
http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,key_2901,e5220c3a-2afb-40bb-b790-cbc64425f2ec,skill/competence,sector-specific,manage changes in ICT system,"ICT system upgrade
manage changes in ICT system","Plan, realise and monitor system changes and upgrades. Maintain earlier system versions. Revert, if necessary, to a safe older system version.",,
http://data.europa.eu/esco/skill/1e80fa2a-df90-461e-a531-727e4921c69c,key_2902,1eefdf2e-cbcf-48d3-9583-414cb8a431d2,skill/competence,occupation-specific,prescribe tests for physiotherapy,"order tests for physiotherapy
prescribe tests for physiotherapy
write prescription for physiotherapeutical tests
prescribe test for physiotherapy
prescribe physiotherapeutical test
write a prescription for physiotherapy tests
prescribe physiotherapeutical tests","Prescribe diagnostic imaging, laboratory tests and other investigations as part of the physiotherapist client`s assessment in certain situations, where applicable, and in accordance with local or national legislation and/or policy.",,
http://data.europa.eu/esco/skill/1e82d6b1-9f46-498e-a53e-d9aa7ebbae50,key_2903,95470730-a171-4248-b7df-e6417def4b7b,skill/competence,sector-specific,maintain furnace temperature,"adjust furnace temperature
maintain furnace temperature
adjusting furnace temperature
maintaining of furnace temperature
control furnace temperature
maintenance of furnace temperature
controlling of furnace temperature
controlling furnace temperature
furnace temperature maintenance
maintaining furnace temperature",Monitor and govern the pyrometer to control the furnace temperature.,,
http://data.europa.eu/esco/skill/1e8751e3-9b7a-4230-a6e5-83bf57fb70b6,key_2904,70018c77-4b35-4c3c-bfa5-e202c18c9216,skill/competence,sector-specific,safeguard artistic quality of performance,"observe the show and maintain the artistic quality
safeguard artistic quality of performance
safeguard the performances' artistic quality
safeguard quality of artistic performance
watch the show and ensure artistic quality","Observe the show, anticipate and react to possible technical problems, ensuring optimal artistic quality.",,
http://data.europa.eu/esco/skill/1e887ec5-cc41-4517-b3b2-0805ab4293c0,key_2905,8a68bd2d-3052-4402-bcd3-7e8effdfdc98,skill/competence,occupation-specific,develop measuring equipment,"developing measuring equipment
create measuring equipment define measuring equipment
prepare measuring equipment
develop measuring equipment","Develop new measuring equipment for quantitatively measurable properties such as length, area, volume, speed, energy, force, and others.",,
http://data.europa.eu/esco/skill/1e929fc8-bf0c-4222-925c-f31e1dfc74ad,key_2906,1d5c598d-b988-422a-bc01-b0ad5c117dab,skill/competence,occupation-specific,create a shooting script,"establish a shooting script
create a shooting script
write a shooting script
make a shooting script
creating a shooting script
draft a shooting script
create shooting scripts","Create a script including camera, lighting and shot instructions.",,
http://data.europa.eu/esco/skill/1e92a1d3-6749-43ad-acb8-6c7c5dbe83de,key_2907,e504f4d9-57b7-4186-8bc8-bf25c5e28700,skill/competence,occupation-specific,repair toys,"mend toys
repair toy
repair toys
repairing toys
fix toys","Replace or fabricate parts of toys, from all kinds of materials. Order these from different manufacturers and suppliers or several kinds of stores.",,
http://data.europa.eu/esco/skill/1e9bd245-3118-45e0-83e4-751f2ce556e5,key_2908,8a5acce0-b878-4ca5-8a51-181e436259a8,knowledge,cross-sector,alcoholic beverage products,"alcohol product beverage
alcoholic beverage products
alcoholic beverages and their properties
alcoholic beverages","The origin and composition of alcoholic beverages and cocktails, the way to match them with food and the way they have to be poured.",,
http://data.europa.eu/esco/skill/1ea17ca5-3550-408c-8500-7d18dfffee93,key_2909,5cc1aa24-c774-4ce3-9e01-2d0de72ba166,skill/competence,cross-sector,carry out de-icing activities,"remove ice
carry out activities to de-ice
conduct de-icing activities
carry out de-icing activity
carry out de-icing activities",Spread salt or other chemical products on the ice-covered surface in public spaces to ensure de-icing and safe usage of such spaces.,,
http://data.europa.eu/esco/skill/1ea8cd01-71b5-43de-af75-b742651dc148,key_2910,ff068fb4-9983-4377-b3d9-42fb6c1596cb,skill/competence,cross-sector,create criminal profiles,"create criminal profiles
create criminal profile
compile criminal profiles
define criminal profiles
develop criminal profiles
creating criminal profiles
prepare criminal profiles
draw up criminal profiles",Determine the psychological and social reasons people commit crimes in order to create typical criminal profile types that can be used by law enforcers in the future to solve crimes and find perpetrators.,,
http://data.europa.eu/esco/skill/1ea9cd9e-984e-4ed7-b971-afb2070ff1ac,key_2911,3f957449-69e1-490b-bbe3-292847a8d7fd,skill/competence,sector-specific,monitor distillation processes,"monitoring distillation process
distillation process overseeing
overseeing of distillation processes
monitor distillation process
distillation processes monitoring
overseeing distillation processes
overseeing distillation process
monitoring of distillation processes
monitor distillation processes
monitoring distillation processes
distillation process monitoring
distillation processes overseeing
oversee distillation process","Identify and report problems or potential hazards by monitoring instruments, indicators and meters. Inspect pipelines; lubricate valves or tighten connections if necessary.",,
http://data.europa.eu/esco/skill/1ead478f-4e9d-4aa7-a728-823fc1e894f5,key_2912,4a4fc75e-96f8-4149-bf2a-1116b36813ed,skill/competence,sector-specific,assess waste type,"assess waste type
evaluating waste type
evaluate waste type
assessing waste type
waste type assessing
waste type evaluating","Identify waste materials during collection and sorting operations in order to assess whether they need to be recycled, disposed of, or otherwise be treated.",,
http://data.europa.eu/esco/skill/1eaeb185-4f9e-4e8a-8b64-db3adc11b9b0,key_2913,918f9829-5d0d-4970-b9d6-85874c8a0676,skill/competence,occupation-specific,maintain ship stability in relation to weight of passengers,"maintain ship stability in relation to weight of passengers
maintain vessel stability in relation to weight of passengers
consider weight of passengers in stabilising ship
maintain stability of the vessel in relation to the weight of passengers
consider weight of passengers in stabilising vessel
ensure ship remains stable in accordance with weight of passengers
maintain ship stability in relation to passenger weight
maintain stability of the ship in relation to the weight of passengers
maintain vessel stability accounting for the weight of passengers
account for weight of passengers in vessel stabilisation activities
ensure vessel remains stable in accordance with weight of passengers
account for weight of passengers in ship stabilisation activities
maintain ship stability accounting for the weight of passengers",Maintain vessel stability in relation to weight of passengers; communicate with passengers.,,
http://data.europa.eu/esco/skill/1eb02aeb-5fa4-48b1-9d0b-4aab58d4131c,key_2914,116dad00-3fc9-4fb5-956e-2cfc59f3b596,skill/competence,sector-specific,create technical sketches for footwear,"create sketches for footwear
create technical drawings for footwear
sketch fashion drawings for footwear
create fashion sketches for footwear
draw technical sketches for footwear
draw fashion sketches for footwear
draw sketches for footwear
create technical sketches for footwear
sketch technical drawings for footwear","Be able to use various sketching and drawing techniques, including artistic representation, by hand or by computer, being aware of proportion and perspective, to sketch and draw footwear, lasts, soles, heels etc., both as 2D flat designs or as 3D volumes. Be able to prepare specification sheets with details of materials, components and manufacturing requirements.",,
http://data.europa.eu/esco/skill/1eb9469c-a11a-4595-be46-96ab15f1397a,key_2915,0e458b93-bf98-45b8-9331-532c7891acdb,skill/competence,sector-specific,examine the new-born infant,"assess the healthy development of the new-born infant
perform neonatal examination
examine new-born infants
examine the new-born infant
examine a new-born infant","Perform a neonatal examination to identify any danger signs, to assess the normal adaptations of a newborn after birth and to identify birth defects or birth trauma.",,
http://data.europa.eu/esco/skill/1ebb9c2d-867a-407e-b2ea-34106e4712aa,key_2916,b45fdeed-fddb-4ed5-9ec0-bfecb031217a,skill/competence,sector-specific,operate paper press,"handle paper press
operate paper press
activate paper press
control paper press
use paper press
operate paper presses
run paper press
operating paper press","Operate the paper shoe press, which forces the paper web between a soft rotating roller, squeezing out water that is absorbed and carried away by wet felts.",,
http://data.europa.eu/esco/skill/1ebc1454-b6cb-4e45-a96a-17399961ad39,key_2917,e57dec76-7786-46bd-9167-6381dcbdfae5,skill/competence,occupation-specific,manage technical security systems,"manage security systems
manage technical security systems
be in charge of technical security systems
managing technical security systems
oversee technical security systems
manage technical security system","Verify the operation of technical security systems such as cameras, badge readers or X-ray machines.",,
http://data.europa.eu/esco/skill/1ec21d0b-eb6d-43bf-80b0-f4bf7fc6012c,key_2918,1fdd99fd-fed4-4268-80d8-dddf0fbffa9a,skill/competence,sector-specific,set up pyrotechnical equipment,"put up pyrotechnic equipment
set up equipment for pyrotechnics
assemble equipment for fireworks
set up pyrotechnical equipment",Make sure the pyrotechnic equipment for a performance is set up and ready for operation.,,
http://data.europa.eu/esco/skill/1ec368ee-c8f0-495a-a8bb-b15b689e4e37,key_2919,9587b16d-ee46-4f3b-8105-c1b4a7835188,skill/competence,occupation-specific,teach psychology,"educate on psychology
provide instruction on psychology
teaching psychology
teach psychology
teaches psychology
explain psychology","Instruct students in the theories and practices of psychology, and more specifically in topics such as the mind and human behaviour, the mental processes of an individual and cognitive development.",,
http://data.europa.eu/esco/skill/1edc9d4c-66b5-4268-9b7c-917d3e4b4dc7,key_2920,2b202452-b4e1-41c4-9b00-4434fc34985c,knowledge,occupation-specific,expert services in clinical psychology,"clinical psychology expert services
expert services in clinical psychology
high quality services provided in clinical psychology
expert service in clinical psychology
expert services in clinical psychology field",Body of services provided in the clinical psychology field such as psychotherapy or cognitive behavioral therapy.,,
http://data.europa.eu/esco/skill/1edd57be-9746-42ad-87e4-f468f0950628,key_2921,d6a5cfcc-d174-4fa0-aeb5-20c11fb6cbaa,skill/competence,sector-specific,research new food ingredients,"research new food ingredients
researching new food ingredients
research of new food ingredients
probe new food ingredients
investigate new food ingredients
analyse new food ingredients
research a new food ingredient
look for  new food ingredients",Assess new food ingredients by undergoing research activities in order to develop or improve foodstuffs.,,
http://data.europa.eu/esco/skill/1ee7d019-9226-4844-925f-a8a8c4db3444,key_2922,8c82c063-a296-4752-9a90-4792db4707dd,skill/competence,sector-specific,coordinate airport environmental policies,"coordinate airport environmental policies
integrate airport environmental policies
direct airport environmental policies
implement airport environmental impact mitigation policies
coordinate environmental policies in airport
implement procedures to mitigate airport impact on environment
organise airport environmental policies
manage airport environmental policies
manage environmental policies of airports
ensure implementation of airport environmental policies
ensure policies to mitigate environmental impact of operations are implemented in airports
ensure effective implementation of environmental policies in airport
integrate environmental policies of airports","Direct and coordinate airport environmental policies and regulations to mitigate impact of airport activities e.g. noise, reduced air quality, heavy local traffic, or the presence of hazardous materials.",,
http://data.europa.eu/esco/skill/1ef9cce1-bce6-4ec6-9071-41348f4c1acd,key_2923,b413128d-5599-436d-9fdb-bd60876899bf,skill/competence,sector-specific,tell a story,"tell stories
narrate a story
relate a storyline
telling a story
tell a story","Tell a true or ficticious story so as to engage an audience, having them relate with the characters in the story. Keep the audience interested in the story and bring your point, if any, across.",,
http://data.europa.eu/esco/skill/1efe7dcb-ebdc-4410-bf21-1ebd9e590044,key_2924,312e8add-0566-4e22-8e02-e62852158221,skill/competence,sector-specific,obey traffic rules,"follow traffic rules
obey traffic regulations
obey traffic codes
follow traffic regulations
adhere to traffic regulations
comply with traffic codes
obey traffic rules
comply with traffic regulations
observe the Highway Code
observe traffic regulations
abide by traffic rules","Follow traffic signs, lights, signals and rules to ensure safe transportation.",,
http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,key_2925,e47c21e1-07f2-4e21-9a1a-d8d3f356685b,skill/competence,sector-specific,solve problems in gambling through digital means,"solve problems in gambling through digital means
work out gambling problems through digital means
solving problems in gambling through digital means
solve gambling problems through digital means
find a solution to problems in gambling through information technology","Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems.",,
http://data.europa.eu/esco/skill/1f1cdba2-4887-45ef-9eb0-235e7f63fa8b,key_2926,ec0bfb75-805e-46b5-b350-9134d004e336,skill/competence,sector-specific,create electrical wiring diagram,"draft electrical wiring diagram
develop electrical wiring diagram
create electrical wiring diagram
prepare electrical wiring diagram
draw up electrical wiring diagram
creating electrical wiring diagram
compile electrical wiring diagram",Draw the details of electrical circuits in order to aid construction workers with the erection and instalment of electrical wiring in building structures.,,
http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb,key_2927,5407c2ad-8a7c-45de-b367-4a583a9177c4,skill/competence,cross-sector,lead a team,"supervise a group of people
lead a team
direct a team
lead teams
leading a team","Lead, supervise and motivate a group of people, in order to meet the expected results within a given timeline and with the foreseen resources in mind.",,
http://data.europa.eu/esco/skill/1f1f1090-b9ab-4373-b44e-ca3d0e3f86af,key_2928,1579f6f6-1555-44c0-80e6-e3ea5fcc82a0,skill/competence,sector-specific,install gutters,"install gutters
install guttering
fit gutters
gutter fitting
guttering installation
fitting guttering
installing guttering
fitment of gutters
installation of gutters
installation of guttering
fit guttering
installing gutters
guttering fitment
fitment of guttering
gutter installation","Take measurements, cut the desired length of gutter, assemble gutter pieces to form the corners using adhesive substances and screws, drill a hole for the connection with the vertical gutter, establish the height of the gutter, fix the horizontal and the vertical gutters to the walls using brackets and screws.",,
http://data.europa.eu/esco/skill/1f1fe0e1-9fe1-4f7f-b40c-36a3a0b857cb,key_2929,9adaf1e1-d851-4738-ad54-59056c52bb39,skill/competence,sector-specific,observe freight shipment loaders,"monitor freight shipment loaders
monitor cargo shipment loaders
ensure crew compliance with procedures and regulations in freight loading
supervise freight loading crew
observe freight shipment loaders
observe cargo shipment loading crew
observe freight shipment loading crew
monitor freight shipment loading crew
observe cargo shipment loaders
monitor cargo shipment loading crew
ensure freight loading in accordance with procedures and regulations
oversee freight shipment loading processes
ensure crew complies with regulations in loading procedures
supervise cargo loading crew",Observe process of freight loading; ensure that crew complies with all applicable regulations and procedures; stow heavy and potentially dangerous cargo.,,
http://data.europa.eu/esco/skill/1f20a6f9-7f2e-42cb-8ff5-7f11a603a3f8,key_2930,a498410c-9c40-43a5-ade1-a2a43e4254a3,skill/competence,sector-specific,perform euthanasia on animals,"kill painlessly sick animals
carry out euthanasia on animals
kill hurtlessly sick animal
kill painlessly sick animal
kill hurtlessly sick animals
perform euthanasia on animals
accomplish euthanasia on animals
carry out euthanasia on animal",Kill painlessly an animal suffering from an incurable and painful disease.,,
http://data.europa.eu/esco/skill/1f2f1169-5e58-4320-ac82-bc6ffbb17693,key_2931,bcfe63b4-1faa-41c6-ad9b-24ef7abd1988,skill/competence,occupation-specific,monitor larval development,"monitoring larval development
monitor larval development
larval development assessing
larval development monitoring
assess larval development
assessing larval development",Observe appearance and actions of larvae in order to detect diseases; administer correct medication dose to food and water as instructed by supervisor.,,
http://data.europa.eu/esco/skill/1f403e44-7a79-4b91-b86a-e406208be161,key_2932,4e58f505-b485-441f-88eb-2e014077df31,skill/competence,cross-sector,interpret visual literacy,"utilise visual literacy
use graphic literacy
use visual literacy
have graphic literacy
interpret visual representations
have visual literacy
comprehend various forms of visual representation
possess visual literacy
interpret various forms of visual representations
apply visual literacy
be visually literate","Interpret charts, maps, graphics, and other pictorial presentations used in place of the written word.",,
http://data.europa.eu/esco/skill/1f4a4458-af5e-4ddd-bf95-19e67eb1b3c6,key_2933,3ee3079e-a192-445f-9c55-2878e76d9a78,skill/competence,occupation-specific,repair crane equipment,"mend industrial lifting equipment
maintain industrial lifting equipment
replace crane equipment
replace defective crane equipment
mend crane equipment
replace defective industrial lifting equipment
repair crane equipment
maintain crane equipment
replace industrial lifting equipment","Repair cranes and crane equipment, and replace defective components, parts and systems when necessary, using hand and power tools.",,
http://data.europa.eu/esco/skill/1f4c09e6-fc90-4031-b6a1-4f021752baf1,key_2934,3f91b65d-c766-4dc3-a540-1e05ccfe2ebb,skill/competence,sector-specific,design weft knitted fabrics,"develop effects in weft knit fabrics
develop effects in weft knitted fabrics
design weft knit fabrics
design weft knitted fabrics
design fabrics by using weft knitting technique",Developing structural and colour effects in weft knitted fabrics by using the weft knitting technique.,,
http://data.europa.eu/esco/skill/1f5148bb-1eb0-473d-a312-50e4ed24159f,key_2935,1910d4b7-037e-4fcc-a62b-1ad1cfde80bd,skill/competence,cross-sector,supply machine with appropriate tools,"issue necessary items tools for production purposes
provide necessary items tools for production purposes
furnish machine with appropriate tools
proffer machine with appropriate tools
supply machine with appropriate tools
provide machine with appropriate tools
issue machine with appropriate tools
furnish necessary items tools for production purposes
proffer necessary items tools for production purposes",Supply the machine with the necessary tools and items for a particular production purpose. Monitor the stock and replenish when needed. ,,
http://data.europa.eu/esco/skill/1f51e46a-4588-4c1d-b507-3f9ea480dde2,key_2936,118a41ff-9bc2-42fa-b90d-58cb2e0c7350,skill/competence,sector-specific,design landscape schemes,"create landscape schemes
landscape scheme designing
creating landscape schemes
landscape schemes creating
design landscape schemes
landscape scheme creating
designing landscape schemes
landscape schemes designing","Design landscaping schemes and create scale models, according to specifications and budget. ",,
http://data.europa.eu/esco/skill/1f551366-dd12-4a80-8913-865276149e42,key_2937,50d4a32e-8c95-4363-9dec-403303b142aa,skill/competence,sector-specific,deal with air traffic issues,"manage air traffic problems
address issues that affect air traffic
deal with issues that affect air traffic
address air traffic issues
handle issues that affect air traffic
undertake activities to mitigate impact of air traffic problems
respond to air traffic issues
deal with air traffic issues
manage problems affecting air traffic
handle air traffic issues
take action to mitigate impact of air traffic issues",Deal with issues affecting the airline e.g. air traffic control problems and adverse weather conditions. This may involve rearranging flight slots when delays occur.,,
http://data.europa.eu/esco/skill/1f555ca1-5df6-4638-8e1b-81b314f21976,key_2938,655eb69b-6d31-4650-9020-157d03e63afb,skill/competence,sector-specific,find your place within the architecture of the production,"find your place within the architecture of the production
find your identity within the architecture of the production
finding your place within the architecture of the production
find your role within the architecture of the production","Strive to familiarise yourself with the work. Understand the architecture, identifying the structure to fit your role in it.",,
http://data.europa.eu/esco/skill/1f56f042-27cd-4ef0-8a57-28860af950e7,key_2939,f938ef66-d93b-444b-9776-68707e3e67fb,knowledge,cross-sector,photonics,"technology of photonics
photonics
field of photonics
physics of photonics
phenomena involving light particles
physics of light particles
science of photonics
study of light particles","The science and technology of generating, controlling and detecting particles of light. It explores phenomena and applications in which light is used to transfer or process information, or to physically alter materials.",,
http://data.europa.eu/esco/skill/1f5923bd-e204-4a4a-b16f-3aac20101151,key_2940,2e55d74d-3a28-42dc-81c4-72ad14ffdecc,skill/competence,occupation-specific,assemble large dimension fabrics for outdoor usage,"manufacture large dimension fabrics for outdoors
join together fabrics of large dimensions for outdoor usage
assemble fabrics of large dimensions for outdoors
assemble fabrics of large dimensions for outdoor usage
join together fabrics of large dimensions for outdoors
assemble large dimension fabrics for outdoors
manufacture large dimension fabrics for outdoor usage","Assemble fabrics of large dimensions by sewing, gluing, or bonding, and high frequency welding. Assemble fabrics in order to manufacture products such as awnings, sails, tents, camping goods, textile billboards, tarpaulins, flags, banners, parachutes, etc.",,
http://data.europa.eu/esco/skill/1f612375-7b50-45e0-b39f-e6b07f3dd562,key_2941,f9e02d4b-dc00-4a59-a443-105bf0dc0137,skill/competence,cross-sector,select visitor routes,"select route for visitors
choose travel itinerary
select visitor routes
choose points of interest
select visiting route","Examine and select points of interest, travel routes and sites to be visited.",,
http://data.europa.eu/esco/skill/1f618933-1c1b-4b49-91f7-d567d25406bf,key_2942,ad8351f0-57ee-4502-9544-6ed584245c2d,skill/competence,cross-sector,liaise with transportation companies,"liaise with transport companies
conduct communication processes with transportation companies
coordinate with transport companies
make connections with transportation companies
develop networks with transportation companies
coordinate with transportation companies
establish relationships with transportation companies
negotiate with transportation companies
liaise with transportation companies",Establish relationships with transportation companies in order to negotiate advantageous agreements for the transport of goods and livestock.,,
http://data.europa.eu/esco/skill/1f62da1b-5968-4336-a2c0-5f05581ebe00,key_2943,7e9e78e7-d9ee-4b69-9c22-cb4b35fa544a,knowledge,sector-specific,astrology,"stargazing
horoscopy
astrology",The study of the movements and positions of celestial bodies and interpretation of these to predict natural earthly occurrences and the lives and behaviour of people.,,
http://data.europa.eu/esco/skill/1f632076-fd9b-4b18-a9a2-b59a59181d3e,key_2944,83948b5a-7de3-437d-b4c3-e000e80b4659,knowledge,cross-sector,urban planning law,"urban planning laws
urban planning norms
urban planning regulation
urban planning law
urban planning rules
urban planning legality
urban planning legislation
urban planning standards","Investments and urban development agreements. Legislative developments regarding construction in terms of environmental, sustainability, social and financial matters.",,
http://data.europa.eu/esco/skill/1f6579b0-11e6-4eb2-82d0-5f2d27cc11d6,key_2945,086554c8-8b1c-481d-a364-2dd040e320a6,skill/competence,sector-specific,collect biological samples from patients,"obtain samples from patients
collect biological samples from patients
collect samples from patients
obtain biological samples from patients
gather samples from patients","Follow recommended processes to collect bodily fluids or samples from patients for further laboratory testing, assisting the patient as required.",,
http://data.europa.eu/esco/skill/1f676dcd-cd01-4b94-bc93-af98396549bc,key_2946,0417497e-0565-454f-9a0c-88d320c4c872,skill/competence,sector-specific,evaluate cultural venue programmes,"evaluate culture programmes
evaluate cultural venue programs
appraise cultural programmes
evaluate programmes of cultural venues
assess programmes of cultural activities",Assist with the appraisal and evaluation of museum and any art facility programmes and activities.,,
http://data.europa.eu/esco/skill/1f67e478-292c-4db6-9f95-ef34f1e4ff9f,key_2947,ea2639bd-8b2b-419a-8cae-bb8c52927f1a,knowledge,cross-sector,upholstery tools,"upholstery appliances
upholstery tool
tools for upholstery
upholstery instruments
upholstery tools
upholstery devices","Set of tools used for upholstering furniture, walls and floors such as staple gun, foam cutter, staple remover.",,
http://data.europa.eu/esco/skill/1f6b05c1-e314-4ae6-b6ef-d469667e8961,key_2948,67cbd719-a20b-4d83-a639-cabb171b113e,skill/competence,sector-specific,prepare canapés,"prepare canapés
decorate hors d'oevres
prepared canapés
make finger food with different fillings
preparing canapés","Make, decorate and present hot and cold canapés and cocktails. The complexity of the products will depend on the range of ingredients used, how they are being combined and their final decoration and presentation.",,
http://data.europa.eu/esco/skill/1f6eac42-e5aa-4fa7-a75d-a4eea12c618e,key_2949,2aa13c4b-b5c7-4afa-b4f5-290b680170ad,skill/competence,cross-sector,disseminate internal communications,"disseminating internal communications
disseminate communications internally
distribute internal communications
circulate internal communications
disseminate internal communication
disseminate internal communications",Disseminate internal communications using the different communication channels that a company has at its disposal.,,
http://data.europa.eu/esco/skill/1f82e3a0-12e3-4670-a6f2-56d3a6a5c101,key_2950,1d3ae793-fd49-4dc0-bd0f-05ea0b507fd2,skill/competence,sector-specific,tend cocoa cleaning machines,"tending  cocoa cleaning machines
take care of cocoa cleaning machines
look after cocoa cleaning machines
tend cocoa cleaning machinery
watch cocoa cleaning machines
tend a cocoa cleaning machine
tend cocoa cleaning machines
mind cocoa cleaning machines",Operate a machine that removes from cocoa beans such foreign materials as stones and dirt.,,
